location_from,location_to,hour_of_day,traffic_volume,temperature,rainfall,visibility,accident_severity
Highway,Rural Route,9,67,13.025896516877228,1.2318002064582432,9.755261683710719,1
Highway,Rural Route,5,92,23.5755086348685,0.926177005205843,13.423445896683855,0
Rural Route,Highway,11,53,14.02312758665358,0.614453580570925,11.768332947212585,1
City Center,Suburb,6,15,15.863265078650587,0.13760035799569467,12.274509199016698,0
Rural Route,Suburb,17,59,4.823723534521562,1.46514079328368,12.172146624768356,0
City Center,City Center,1,81,12.278478391482,0.7505751297748542,13.646985378027733,1
City Center,Rural Route,9,97,14.745046970754665,2.461079899363385,12.586332572553998,0
City Center,Highway,14,29,23.12809512638739,2.5712506350488438,10.447212607734226,0
Rural Route,Rural Route,11,23,25.956557755778746,0.8072546303825124,8.778773579868261,0
City Center,Rural Route,16,14,13.920682235779083,2.212003146019215,12.627926489893959,0
Suburb,Highway,3,50,18.355554617710652,0.5986329549437349,2.742696104453122,2
Rural Route,Suburb,6,49,36.86385264461101,2.5978400924428393,13.802177015941579,0
Suburb,Rural Route,8,43,21.311085630848353,0.03241556989530239,12.070030485889625,0
City Center,Rural Route,18,89,14.631075555960978,0.32882677979352143,14.915800663541287,0
Highway,Suburb,22,54,3.2035123981070797,0.5620980050480112,6.6412269941098065,1
City Center,Highway,6,80,11.460774866307734,2.965042207160184,13.486088806680858,0
Suburb,City Center,22,89,11.071303819228408,0.13736352495363258,11.990681788055005,0
Suburb,Suburb,1,80,39.77873720400379,0.41665063066146546,8.1775877253947,1
Rural Route,City Center,5,36,11.515424777070093,0.8882791501383375,9.590941792413991,0
Highway,City Center,17,87,20.51042928338246,0.018434687296753363,9.38118707014199,1
Rural Route,Suburb,5,87,23.707575588788753,2.8719860688626375,8.90509796153302,0
Suburb,Rural Route,12,53,31.065249250189154,1.6424391143136983,5.954054573808778,0
City Center,City Center,18,42,20.080242418592672,4.618804293186735,13.523008496963032,0
Highway,City Center,1,42,14.896854923993011,0.0630453858687474,7.161002425163931,1
City Center,Highway,11,53,14.234634484201159,0.6332352160068946,6.850741889362279,0
City Center,Rural Route,14,29,23.563799926798232,2.627959733531231,13.597492804954094,0
Highway,City Center,13,45,13.156605424601779,2.2487799090430287,5.7918906575173725,0
Rural Route,Highway,5,16,8.958188572612348,0.5569358153802448,9.09209443642851,0
City Center,Rural Route,17,41,14.894956781696012,1.8111355326653686,7.017201677758851,0
Suburb,Suburb,4,76,6.755156587973435,3.157406720865556,14.910189912814047,1
City Center,Suburb,17,48,38.506165845205985,0.06790111265198212,13.431264752099926,0
Highway,Highway,2,33,25.96552710071377,2.5290626678113766,7.534965237152612,1
Highway,Suburb,2,95,36.20843843414568,0.5809641512463509,7.008873702685255,1
Highway,City Center,21,79,24.854360367404887,5.907311612138835,12.301718266965164,2
Rural Route,Rural Route,21,97,35.24593030042564,1.5453343423125232,11.300049435173442,1
City Center,City Center,9,96,23.674646640559157,0.06791244971552945,8.937756273676978,0
Rural Route,City Center,18,63,27.26181320995336,1.0331194606963492,8.660328374672712,0
Rural Route,Suburb,2,47,-1.3371902654118202,6.781218758991642,9.298375543431401,1
Highway,City Center,11,83,10.856704030238106,2.6214314630690003,12.70579836725858,1
Highway,Suburb,15,89,20.369277752559714,0.7147189383066559,14.712122455978479,0
Rural Route,Rural Route,16,84,20.61187764789889,1.712590471426206,15.468164076377446,0
City Center,Rural Route,6,41,19.236189813271643,1.8280932815602835,7.796668805342837,0
Suburb,City Center,12,54,24.529952770907027,0.04725009488734102,10.174061365548752,0
Rural Route,Highway,23,70,24.942029379299807,0.39405843932325757,14.030540005311286,1
City Center,Suburb,1,79,28.651158170878396,1.6049285298558582,7.38829861661765,1
Highway,Suburb,3,97,26.68993521104138,1.0308475531411145,7.953765119821843,2
Highway,City Center,9,62,32.040873995774945,0.4215354339964064,12.390610236876418,1
City Center,Suburb,6,60,32.122336174264774,2.9626940149822887,8.593949474692051,0
Suburb,Suburb,23,85,21.746644488753645,1.3427513411748917,5.573774099286125,1
Highway,Highway,16,65,40.81648788564306,0.7420495160846792,7.519247932177464,1
Highway,Highway,19,36,33.593305349216145,0.352704448921735,12.97089736795601,0
Highway,City Center,5,47,11.93049095534464,1.8891919586647103,10.747100159633595,1
City Center,Highway,18,71,23.92603331057293,2.194793870986359,5.313284176744061,1
Rural Route,City Center,4,27,1.5738185808438487,2.2148856259346688,8.17318988546263,0
Highway,Rural Route,9,73,3.2580171831765163,0.4976596756098176,15.468172731384252,0
Rural Route,City Center,8,86,15.005056696642392,1.8094082691002968,9.791535631490778,0
Suburb,Rural Route,12,39,11.24555071336254,4.716332288287047,9.269806117363766,0
Highway,City Center,18,58,15.066570499257441,0.8713979626753571,10.024626809218608,0
Highway,Suburb,20,50,23.284938623965836,0.4733872117316803,10.615393092655824,0
Suburb,Highway,23,22,32.2529030584973,2.9581312743222044,8.827551600055745,1
Highway,Rural Route,5,43,31.717519364731075,0.3893137057807207,14.02161753563675,0
Rural Route,City Center,3,34,24.13193736967972,0.5853857991261654,8.58710809731627,1
City Center,Highway,23,75,9.128805809378782,0.21215353156735176,12.981300300372379,1
Rural Route,City Center,2,27,14.426118787002402,0.6236061608158547,15.467334408512196,0
City Center,Highway,2,14,26.371833254072122,1.0564016244852463,11.133169689807676,1
City Center,Highway,3,28,11.738834984596524,0.1326169453011068,6.857072541530107,1
Rural Route,City Center,4,51,7.330832624361449,4.106906926751674,10.564726048841553,1
Rural Route,Rural Route,7,27,24.92317125604157,1.441755454092755,8.308702549440072,0
Rural Route,Rural Route,15,41,19.516373634154924,1.7739669899650907,12.694237482314879,0
Rural Route,Suburb,21,30,17.890809601928773,0.9281568565286964,10.621741845294766,0
Suburb,Highway,2,19,31.098019356523494,2.2163268895009627,9.642838682439335,0
Highway,Suburb,23,46,30.888080836503597,1.1304993324101416,6.974911234754734,1
City Center,Suburb,11,58,37.81117990739303,2.8652109075855594,4.417180385545002,1
Rural Route,City Center,7,95,13.485882099935873,3.4452372247555156,7.5653775306488695,1
Rural Route,City Center,12,22,24.297335808900876,2.2285635032814435,11.953139125918385,0
Rural Route,City Center,3,64,20.190084705573515,1.3519336992107711,13.54840024507331,0
Suburb,Highway,13,26,23.383158317453486,3.0489930666789378,9.069694137824785,0
Rural Route,City Center,13,18,8.656188242150929,1.363565250505739,7.165937032584772,0
Rural Route,City Center,12,97,5.975266655647879,0.23646355748453593,10.569181756995256,0
Rural Route,Highway,5,53,19.597838637711984,0.2473663166967159,12.065509293037419,1
Highway,Highway,16,87,11.57487410025905,5.9355782752088935,12.331575736528656,1
Suburb,Rural Route,3,55,29.382076205512874,0.48048534432652207,10.583621370780348,1
Rural Route,City Center,7,17,4.993226326414003,3.3848238939072632,16.210834088771584,0
City Center,City Center,16,46,5.817991127537198,0.5665978045851541,13.806647942553878,0
City Center,City Center,2,28,15.833375247511434,1.126976882472052,6.331641655988269,0
City Center,Rural Route,16,72,4.619249940670894,2.1281209470883122,5.5975870380922474,0
Suburb,City Center,8,55,36.76003132097328,0.34601138399726455,6.6090169028425,0
Suburb,Rural Route,1,80,18.17082626063708,2.67307780876295,13.505084467874454,1
City Center,Suburb,12,35,13.971992946359734,2.3418045744253746,4.872225427270767,1
Rural Route,Rural Route,19,55,24.679640256263205,1.5665065622754886,11.372679122540731,0
Suburb,Suburb,1,55,28.838485360207425,1.6689135176070358,9.489993125339073,1
City Center,City Center,19,84,22.06958901084286,0.2235885437316596,6.265622663947985,0
City Center,Suburb,10,23,19.319085071079375,1.1452217454903282,10.746532650056574,0
Rural Route,Rural Route,21,94,10.16527075295869,0.18110012411195414,9.470668026000054,0
Highway,Highway,14,72,26.30909318921219,0.7359435731323796,12.420808528194897,1
Suburb,Suburb,10,81,34.16703090186196,4.6114227713294245,5.119043337615906,0
Rural Route,Suburb,22,12,17.80280245132709,1.7091376624816492,7.319315544561226,0
City Center,City Center,2,37,11.51214499688979,2.7150518444231,7.379387351248549,0
City Center,Rural Route,2,38,21.814957675006944,1.706096103276213,11.984937407544269,0
Rural Route,Suburb,11,96,20.026498940005553,0.4319306481039517,9.287097474796777,0
Suburb,Suburb,23,27,7.8364761742595945,1.8067900589468244,13.542393555862967,0
Highway,Suburb,4,44,14.973113007920384,2.816164626552924,8.803617092739954,1
Highway,Suburb,19,86,37.88485767978263,0.2979399192825908,10.661951829270544,1
City Center,Highway,6,85,6.52445132890904,3.3955189502619,14.452720522160776,0
Suburb,Rural Route,6,56,13.09379646575572,1.621125372929657,4.681204710723316,1
Highway,City Center,12,14,10.512866254762374,0.008568733951671816,10.086994493541729,1
Suburb,City Center,8,84,11.397001578083856,1.4670155894732018,9.905278412029498,1
Suburb,Highway,20,68,15.545236058404807,1.0072746834193458,7.636470398235492,0
City Center,Rural Route,12,84,24.483821014612595,0.7032227460730662,9.508412264768348,0
Highway,Suburb,11,68,33.08562530621131,2.9503142756142533,10.93653961564118,0
Rural Route,Highway,12,56,22.033215939283167,4.595192787720605,7.761273973643683,0
City Center,Rural Route,23,22,13.156181788364652,2.8764649001180578,10.16622303798711,0
Highway,Suburb,9,87,35.39915145890325,3.751664132700316,6.9407945762299565,0
Highway,Highway,0,98,-0.6856352100417027,4.788982895424563,9.38707144804173,1
Highway,Rural Route,7,42,26.734781528121573,4.875190846020277,12.786104415798874,0
Highway,City Center,21,71,9.732413809712035,0.24351767914452088,12.92647708714103,1
Highway,City Center,15,88,19.490768225363027,1.2190298051867545,13.518302834281599,1
Suburb,Rural Route,12,25,25.630999275507254,0.0005730308690752608,9.695078432675436,0
City Center,City Center,2,53,3.946238902835187,1.4123132135584122,9.019829854844232,0
Suburb,Rural Route,2,67,21.416538182510184,5.160473526258071,12.213872743514038,2
Rural Route,Suburb,23,15,22.184770679135276,0.44404408687410674,13.500638172987076,0
Highway,Rural Route,4,98,34.623376821633606,2.04211745047476,10.250320030275432,1
City Center,Suburb,10,24,47.15149317222517,2.0677797049885434,14.536494055763297,0
Highway,Highway,6,13,4.470301942624463,0.34954977261131304,12.131752513006546,0
City Center,Rural Route,20,65,34.17153683832534,0.5450022810859253,8.286967675309526,0
Suburb,Highway,23,73,19.621197658602377,1.2398744205450776,8.650088410449014,1
City Center,City Center,9,77,11.914287608679018,0.417025649692979,9.878564739600062,0
Rural Route,Suburb,9,43,23.69053170255168,1.758924498554411,5.288643244875637,0
Rural Route,Rural Route,19,65,6.977086043136776,1.32539786263696,8.339679949598434,0
City Center,Highway,1,41,7.573873661959723,1.464600214633025,13.422443746639399,1
City Center,Suburb,2,18,2.648413617684124,0.28882083109744144,14.03540014554325,0
City Center,Suburb,7,72,25.460890101232298,1.4565202780278954,10.858093580703624,0
City Center,City Center,10,81,23.270118250193118,0.10148834521585019,11.363104170916134,0
Rural Route,City Center,12,87,11.856163049396164,4.266280472592759,9.070241646810523,0
Highway,Suburb,6,42,35.23601813691647,0.8409027592438327,8.07955138692384,0
City Center,Suburb,12,96,13.370443101651986,3.8805745220232524,11.710919589623748,0
City Center,Rural Route,1,30,32.829895941455725,2.419018663594844,8.680573015260713,0
Rural Route,Suburb,5,64,21.22080877033541,2.9063439937110096,15.071005537960517,0
Rural Route,Rural Route,8,85,13.236316769887035,0.7553433804789069,11.225774937061479,0
Suburb,Suburb,19,66,18.85018596751762,0.5168781995992218,11.335815046000533,0
City Center,City Center,1,11,7.462574611038093,1.044246922128376,6.821445593481563,0
Suburb,Rural Route,17,22,22.16733363044271,0.0490482715130193,3.04422677627708,0
Rural Route,Highway,15,13,20.305500793637112,5.020588658724339,11.335382672509814,1
Rural Route,City Center,11,93,25.274474611171005,0.9788272313842773,8.509291714234536,0
Highway,Rural Route,6,59,28.791523930847383,8.940685115304257,12.951913143250183,1
City Center,Rural Route,6,57,21.156157768532054,2.866347838103056,7.261768485557961,0
Suburb,Highway,16,87,5.2367834522253744,0.1678831178838332,8.40636610395599,1
Rural Route,Rural Route,12,39,29.32363332473048,2.15872714622647,13.358373264145765,0
Rural Route,Suburb,10,38,20.146639667796656,0.6317218938850202,11.310379948232917,0
Suburb,Highway,5,17,1.0593738893662454,0.5586836202165726,6.996034448793794,0
Highway,City Center,22,21,23.09614803964639,0.59294161404441,10.102021508391834,1
Rural Route,City Center,13,50,23.851239739082864,4.95566463262126,15.711190682939783,0
City Center,Suburb,5,35,16.41520359069674,1.3862150669773012,10.430894188723824,0
Rural Route,City Center,5,59,18.021631431628833,2.2141211431190047,9.55588180639797,0
City Center,Rural Route,1,11,14.047348886032957,0.6596427178841231,12.685698908361005,0
Suburb,Rural Route,21,64,24.161266795156273,1.480286621719374,11.056821262954244,0
City Center,Suburb,19,65,21.39991384992878,0.8618739734943478,14.330998826902393,0
Suburb,City Center,14,23,10.91771299708896,0.7746778893981507,12.265292708939613,0
City Center,City Center,16,15,36.179705787882455,0.5672973629609886,12.719631479803066,0
Suburb,Suburb,7,90,13.341969306740415,1.0519018684436596,14.47692557837719,0
City Center,Highway,4,98,-7.0651845781486315,2.1577964519403925,9.102842770356652,1
Highway,City Center,16,70,15.29325763740863,0.5021700476505212,8.203709654130739,0
City Center,Highway,19,21,30.30937568036325,6.730347405470629,5.962808671224725,1
City Center,City Center,0,22,17.934679634500608,0.2661753854932709,9.367456683518258,1
Highway,City Center,21,28,3.6522022191572105,1.308650046413708,6.074174941530886,1
Rural Route,City Center,17,53,9.71908556150141,0.1777241034578652,11.096456772035367,0
Rural Route,City Center,14,98,9.190135842259421,0.0458522556788205,8.159533970595579,0
City Center,Rural Route,4,68,14.247137549140394,5.119535920386412,12.887002782635294,1
Highway,Highway,6,46,17.38295023539831,3.3255169833896177,12.336034438631662,0
City Center,Highway,17,34,24.938546089339525,2.3693561225868387,8.831200451554635,0
Suburb,City Center,5,25,21.284387049612338,4.007789862239022,12.928876560131178,0
Suburb,City Center,21,47,21.764037820721214,3.2475648391028096,10.447707199541235,0
City Center,Highway,20,52,37.79353125760978,2.0839217589228056,4.686214876016979,1
Rural Route,Rural Route,4,96,28.608293403149183,3.7591145753675517,7.03410354818803,0
Rural Route,Suburb,18,23,27.72804663637301,0.9912191329293408,7.827510946219602,0
City Center,Suburb,9,15,1.8683805390216328,1.6092833110128137,10.030731328862593,0
City Center,Highway,14,98,12.481944025093568,2.9949940666789483,8.712826106876525,1
Suburb,City Center,9,32,4.02976004225124,0.1772209815919148,8.413054993691869,0
Rural Route,City Center,15,69,12.309471921543857,3.9129682543495576,11.742910723241554,0
City Center,Rural Route,11,21,27.948667126881094,0.3411744420642618,12.360749214812559,0
Suburb,Suburb,17,22,16.071714460823742,3.9981762688897007,8.14434424214022,0
Rural Route,Rural Route,22,15,30.724415951599237,0.7459944950887075,7.450795497835223,0
Highway,Suburb,0,72,26.931352020628275,0.791374671321966,13.792604270774774,1
Suburb,Highway,15,47,20.504527733720316,0.1536512707263623,18.17823752504627,1
Rural Route,Suburb,21,59,30.96046409420315,4.341353451701822,7.174297071340193,0
Rural Route,Rural Route,5,61,33.64416009769817,0.38355723404563385,12.673419177643686,0
Suburb,Rural Route,2,49,24.54387270425778,1.9887743056200093,9.58292238786886,1
Highway,Rural Route,1,17,22.299671136221296,2.0654670778775324,12.027955522584902,0
Suburb,Highway,1,70,26.333688092749625,0.6602093150641527,7.14115181659868,2
Rural Route,Suburb,12,17,5.934133126275906,8.489538428593384,6.244756196217361,1
City Center,Suburb,8,43,18.824285363239348,0.13263480345273404,6.631769729471782,0
City Center,Rural Route,15,88,19.760094902836073,1.8723339798187657,8.307585347961721,0
Suburb,Suburb,4,69,16.312556891434358,1.3060995784379594,9.295875049168721,0
Rural Route,City Center,22,66,12.105042052686443,0.5633578738205849,12.835382329480268,1
City Center,City Center,20,55,29.980452216359772,0.35718115828535263,7.499608339762283,0
Rural Route,City Center,6,31,21.700581915439162,2.671844103425974,8.086513142323206,0
Suburb,Suburb,12,96,22.60990732192409,4.961388058242919,16.241556023139175,0
City Center,Highway,19,49,34.245800712666274,0.22756120158943147,10.160127193078173,0
Rural Route,Highway,23,54,18.04671644743126,0.4312939720798145,10.855952611802467,1
City Center,Highway,12,64,16.11220756789198,8.576307308191973,12.23591977466307,1
Suburb,Highway,6,60,33.61293124439233,0.030273315211677632,8.428482975128167,0
Rural Route,City Center,9,95,5.092606202844642,1.419577654231704,9.944966007677314,0
City Center,City Center,14,14,20.51191119979898,1.4518071215557917,9.032629701268164,0
Suburb,Rural Route,20,22,12.62357566542585,0.6107731530937394,9.750882720540544,0
City Center,Suburb,5,37,22.926791188218356,2.1755161018959837,12.529728034607647,0
City Center,Suburb,4,93,25.71964934721441,5.798696483870433,12.023997950204198,2
Highway,Highway,22,89,26.275907322840457,1.1964520835957375,3.153157759737029,2
Highway,City Center,1,71,30.26239081898477,2.767950148701387,12.993634918400241,0
Suburb,Highway,20,96,17.474726731891344,2.077313716129766,8.962822799685194,1
Highway,Rural Route,14,33,18.097787178627183,1.2808888413299964,11.184411114658108,0
Suburb,Suburb,15,16,25.266022143517695,0.10219146949843934,8.7773042338308,0
Highway,Suburb,18,47,28.875016933061225,2.7076528314699004,9.844585094544533,0
City Center,Highway,8,46,6.996961828616456,0.9027608755866643,13.945870344243206,0
Suburb,Rural Route,21,77,23.14121174679678,0.5084808942671569,11.008226817971774,0
Suburb,Suburb,18,51,16.04755674571822,5.923382588340201,13.792513822277922,1
City Center,Rural Route,6,95,20.87152570384361,2.9700451234301903,9.847093122345846,0
Suburb,Rural Route,3,14,16.433113467122745,6.554529609278609,9.53527397620064,0
Suburb,Highway,2,73,12.77253393707715,0.5920117243136559,10.036534195474005,1
Highway,City Center,23,59,9.814767371767772,3.613258893689539,6.191569700632107,1
Suburb,Highway,19,96,18.489759850297148,1.8715659764168133,1.9269741919229997,2
Rural Route,City Center,10,24,23.584057917558955,7.980367977161368,7.657792321411751,0
City Center,Rural Route,0,82,13.969921999262695,5.8493157760856755,13.08170031976001,1
Highway,City Center,5,62,31.898119668668734,7.22147118429121,14.261612668063304,1
Highway,Rural Route,10,34,44.584503430014166,6.063449329642643,3.9929084236754235,2
Rural Route,Suburb,0,98,24.13125120983944,0.015380724133678839,13.860031983353046,1
City Center,Suburb,20,94,19.587644754533155,2.702514081179815,8.22302843606841,0
City Center,Suburb,6,18,10.877372595753332,0.6347286927537625,5.720799923300399,0
Highway,Highway,5,47,23.70058088367979,2.441743552382658,13.177680127708783,1
Suburb,Highway,13,31,34.771757333683,7.886119527770819,8.483668523673398,0
Highway,Rural Route,1,96,39.48479410097344,0.08030983142269366,17.84660548821742,2
City Center,Suburb,3,58,33.9615579848669,1.6739789015449995,7.98027212922542,1
Rural Route,Highway,10,77,28.43309628306109,2.6556974135858664,9.17093509762209,1
Highway,Suburb,14,24,24.101933700471633,0.5843410134108259,7.070524053477131,0
City Center,Highway,17,74,9.513319691196159,0.510099200317774,10.449701570562073,0
Highway,City Center,0,63,19.002784521698615,0.12448606044520434,12.391194914411544,1
Suburb,City Center,2,39,17.841218625288747,0.19725503795888666,4.80917342853845,1
Highway,Suburb,2,29,19.067959645927463,2.1385919492121666,11.967396010489,1
Highway,Rural Route,6,42,12.80587787173198,1.4072461999102333,8.774012593772223,1
City Center,Highway,0,95,27.578619684363765,0.06106734315736825,7.417274256034743,1
City Center,Highway,10,86,17.261352065929568,6.990692549724266,5.796315184988874,1
City Center,City Center,5,16,16.449695928565003,2.134493944073472,12.935870501071435,0
Highway,City Center,19,17,12.839733757889348,1.4491459534470115,10.860063039563947,0
Suburb,Rural Route,2,37,22.3229998827437,0.6368991129771608,8.253763770597764,0
Rural Route,Rural Route,18,54,34.96774526055796,2.1464674411833973,12.338377002121147,0
Rural Route,Rural Route,1,82,19.897917033894622,0.9056413716585133,11.589478430851367,0
City Center,Suburb,17,98,22.817405484662885,2.424642865772783,12.603542213204129,0
City Center,City Center,11,89,39.35260563040066,2.2950080139205884,14.921796688919962,0
Highway,Suburb,9,83,32.0344253925129,0.19466078739896173,10.652555155033907,1
Rural Route,City Center,4,20,25.877448175521977,4.799529621433486,15.797127315451988,0
City Center,City Center,8,40,25.45697766257438,1.3348584865226922,14.282738816963924,0
Suburb,Highway,1,21,13.969340922070863,0.998271563864055,12.350324261885792,0
Suburb,City Center,1,87,12.991305511173902,6.222831492966122,4.926308267544706,2
City Center,City Center,5,60,21.414081530050343,1.153251769520662,10.32937624230959,0
City Center,Suburb,9,53,21.667741051582894,2.5546712553403634,10.738976793428861,0
Rural Route,City Center,17,59,11.502351309671536,2.1292130528941215,10.64671346658031,0
Rural Route,Suburb,11,26,27.032966639474402,0.3609827006873516,9.67057759848302,0
Highway,Rural Route,3,44,17.22702111502881,9.453043253878503,11.938149738704517,2
Rural Route,City Center,21,10,31.273207357128776,1.2457663711384188,12.337467540225997,0
Suburb,City Center,20,38,19.44591488210652,1.0043350021604247,4.983486136756006,0
Suburb,Suburb,16,60,18.56079769964133,5.041817874388856,14.064520708251107,1
City Center,Rural Route,14,73,10.626035504940193,1.5068066709899977,5.570644206257887,0
Rural Route,Highway,5,13,11.721402648813662,2.442081689150917,8.782302737137101,0
Highway,Rural Route,15,96,33.177643650776005,3.7448033275220145,7.33726701950462,1
Suburb,Suburb,16,37,22.689637469889792,0.5370518459966346,7.834708729367478,0
Suburb,Rural Route,2,25,23.893023805226388,0.3713742323481868,13.25959909945114,0
Highway,Suburb,9,72,36.00646956883123,0.1419327900460272,10.364859413013553,1
Highway,Suburb,4,85,6.824113796577574,4.548642592695859,12.047797393786006,2
Suburb,Highway,13,62,26.71255717041391,0.44720505011096157,11.896047515341845,0
Suburb,City Center,20,94,4.121091353068515,0.7356279177226054,4.25486316067013,1
Highway,Suburb,12,26,15.623480579466278,0.6732038830861283,8.326775309540274,0
Suburb,Suburb,5,49,8.549129752914638,0.7265015707182381,12.245717445208383,0
City Center,Highway,11,22,28.585905459322007,2.2056088879424536,11.970513949369819,0
City Center,Suburb,7,61,1.1027364794037595,6.163171205902781,4.729971809782387,2
Highway,City Center,4,67,17.699154886472044,0.7993242638536224,13.090081375536773,1
Rural Route,Highway,14,46,8.412298068016227,1.047305598226064,11.848167837755852,1
Highway,City Center,15,88,11.451916273959883,2.949350667011495,7.111623089614942,1
Highway,City Center,0,85,12.992888358124262,1.132458018977155,11.225884834763086,2
Rural Route,Highway,15,70,33.191045374986324,5.208536595598223,9.312664704691453,1
Rural Route,Suburb,4,88,16.64770549968469,1.399208166102357,11.475896174881878,1
Rural Route,City Center,2,43,37.27325696014902,0.8546082735624131,4.59929169697169,1
City Center,City Center,19,79,39.36586326846535,7.120795440565251,8.942185411775196,1
Suburb,City Center,14,26,41.136838686235535,1.1094918959801208,13.542150707206211,0
City Center,City Center,12,29,19.412330790478563,0.5257834722013043,11.616457516511618,0
Suburb,Highway,23,82,22.10357139371361,0.3913019557445806,12.37492259414214,1
City Center,Highway,15,68,23.77955642862775,10.670512913750306,9.299376261374038,2
Suburb,Rural Route,22,78,16.32512171439236,2.7966342364122574,11.693037848921517,0
City Center,Rural Route,10,96,24.24370258841952,1.050727576737583,9.510732980737636,0
Rural Route,City Center,20,42,10.648037928633526,3.5015806807224066,7.225479563029115,0
Highway,Suburb,1,87,1.2452423720235508,1.5828705497710294,9.24353463652653,2
City Center,City Center,21,26,27.141345994216138,0.7636619362727975,14.36212013470831,0
Suburb,Suburb,5,66,16.502266952834965,2.720363046651622,13.39696407934181,0
Rural Route,City Center,5,92,10.233081619611376,2.740013367926886,7.023394331443923,0
City Center,Rural Route,13,10,11.497736973307557,1.386971392436352,8.747975888492796,0
City Center,Rural Route,10,22,35.15121820765398,0.09241950733469911,7.227285347307819,0
Rural Route,Suburb,7,36,24.641127909220955,0.16030081452213743,10.538569521601397,0
City Center,City Center,7,79,4.776928175363146,3.109421092963447,12.991818469343702,0
Highway,Suburb,0,68,8.130135874121438,3.468601128946464,16.095380251877224,1
City Center,Rural Route,20,15,17.081203941829806,2.268207957677712,5.717643403463175,0
Highway,City Center,6,32,24.76409358342032,3.653553878009529,12.575042036048941,1
Highway,City Center,5,19,12.054286216271507,2.5422737721203887,9.976943117263042,0
Rural Route,Suburb,20,60,18.27053325154672,4.544783479563876,8.898589077906141,1
City Center,Highway,7,28,21.14551188230177,0.32597519064014085,7.19412455524149,0
Rural Route,Suburb,18,60,21.352684091026756,0.9812014925895818,15.339582811297849,0
City Center,Rural Route,21,96,-3.9513621899925653,1.2476556885958945,5.113407315541079,0
City Center,Rural Route,20,77,22.216413718030644,0.7066861295167532,8.530734541154727,1
Suburb,Rural Route,23,93,2.6714035705965102,2.5846352173200895,11.101890719846246,1
City Center,Rural Route,19,92,17.136015184990438,4.870834892901411,11.359865176821765,0
Rural Route,Rural Route,7,51,14.985849530915019,1.063697468613413,13.740393457108699,0
Highway,Highway,13,66,9.212671007998141,5.678892251426617,7.357958293900179,1
City Center,City Center,17,77,28.43167204001216,1.454520573267733,11.873160682594433,0
Suburb,Suburb,15,47,8.760241401032447,1.4784476918264142,9.81119644280275,0
Rural Route,Suburb,8,71,14.770631106125354,1.833679468485544,10.12065132602667,0
City Center,Rural Route,14,16,28.787341730031905,0.6248542841621537,8.621268304501815,0
Rural Route,Suburb,9,80,14.484995940103396,0.9669414712669918,10.48559927596614,0
Suburb,Rural Route,21,59,12.414900093145746,1.6114560800438391,9.572841014951903,0
Suburb,Highway,15,61,17.318445559473705,5.6940344712782,8.931235071379824,1
Rural Route,Highway,3,35,25.405025205710984,2.058317485964849,8.424391196018265,1
City Center,City Center,19,35,34.46307604794205,0.8102799955906281,11.11748664649357,0
Highway,Highway,12,28,10.638784020621756,0.021047508557255405,6.007327904339812,0
Suburb,Highway,21,18,11.449180345339093,7.997957851173506,9.422955440602337,1
City Center,City Center,4,70,17.236645950734655,1.3584276358058103,7.696847639904796,0
City Center,Suburb,21,29,22.301406512671754,5.577278761878986,9.631270799444696,0
Highway,Rural Route,6,59,12.297533360026414,1.5941074356694405,9.669388748760875,1
Suburb,Rural Route,22,89,26.885633678861545,1.8600941368966994,12.600558187395901,0
Suburb,Suburb,8,90,10.827222485474374,2.4889803564953206,11.977045358183322,0
City Center,City Center,7,31,0.991454105040372,0.7741968274360264,10.875387505871341,0
City Center,Suburb,15,22,25.31775281165677,2.4011834577180937,10.518193433256146,0
Highway,Highway,5,21,26.475894731462454,1.496440100689624,9.42741274325622,0
Highway,City Center,15,19,30.446506356327596,2.2324120062640516,9.371959778068641,0
Suburb,City Center,5,74,0.08100202842875603,3.613745331759731,4.756407543342945,1
Rural Route,City Center,13,39,13.343849484771452,0.4072435207016056,12.201247897525178,0
Suburb,Rural Route,20,17,17.489418318012582,1.9015102821372405,10.799578420030084,0
City Center,Suburb,0,30,37.56958173417884,0.10703643773123377,13.601122576807342,0
Suburb,City Center,8,31,18.40798605020941,0.215426760612989,8.336311270562227,0
Rural Route,City Center,23,27,6.534833119745398,2.2453647399164742,13.781109103025997,0
Highway,City Center,12,75,22.967404647547923,0.14715885837840578,9.424535017275758,1
Rural Route,Suburb,18,57,33.09456225796114,1.8095040185151154,8.280519339912054,0
Rural Route,Rural Route,16,53,30.966389429608352,0.4969550230922146,14.636333867074557,0
Rural Route,Highway,10,18,25.617981643277986,0.7250550122426174,11.091678641241474,1
Highway,Rural Route,7,76,22.626323671081654,0.2776886819393343,15.013021277083173,1
Rural Route,City Center,22,63,-2.6775230945089206,0.5718139275738618,10.511465207681018,1
Rural Route,Rural Route,4,35,20.25666455053712,3.444001771922888,12.422268111461783,0
Rural Route,Rural Route,9,94,21.781402625317362,2.0370811015757524,13.086113967216091,0
City Center,Highway,6,35,18.400903257489066,5.981879341402117,9.155888046720039,1
Rural Route,Suburb,9,43,27.070998874893647,0.09994592303990395,11.038201291381403,0
Highway,Suburb,3,17,18.24002197227305,3.1443998385285914,10.462652757668781,1
